date,Province,Municipality,date_week
2017-04-02,jaen,la-carolina,2017-03-27
2017-04-09,jaen,la-carolina,2017-04-03
2017-04-10,jaen,la-carolina,2017-04-10
2017-05-01,jaen,la-carolina,2017-05-01
2017-08-15,jaen,la-carolina,2017-08-14
2017-10-12,jaen,la-carolina,2017-10-09
2017-11-02,jaen,la-carolina,2017-10-30
2017-11-25,jaen,la-carolina,2017-11-20
2017-12-07,jaen,la-carolina,2017-12-04
2017-12-08,jaen,la-carolina,2017-12-04
2017-12-25,jaen,la-carolina,2017-12-25
2017-01-01,jaen,cazorla,2016-12-26
2017-01-06,jaen,cazorla,2017-01-02
2017-02-28,jaen,cazorla,2017-02-27
2017-04-01,jaen,cazorla,2017-03-27
2017-04-02,jaen,cazorla,2017-03-27
2017-04-09,jaen,cazorla,2017-04-03
2017-04-10,jaen,cazorla,2017-04-10
2017-05-01,jaen,cazorla,2017-05-01
2017-05-15,jaen,cazorla,2017-05-15
2017-08-15,jaen,cazorla,2017-08-14
2017-09-17,jaen,cazorla,2017-09-11
2017-10-12,jaen,cazorla,2017-10-09
2017-11-02,jaen,cazorla,2017-10-30
2017-12-07,jaen,cazorla,2017-12-04
2017-12-08,jaen,cazorla,2017-12-04
2017-12-25,jaen,cazorla,2017-12-25
2017-01-01,jaen,guarroman,2016-12-26
2017-01-06,jaen,guarroman,2017-01-02
2017-02-28,jaen,guarroman,2017-02-27
2017-04-01,jaen,guarroman,2017-03-27
2017-04-02,jaen,guarroman,2017-03-27
2017-04-09,jaen,guarroman,2017-04-03
2017-04-10,jaen,guarroman,2017-04-10
2017-05-01,jaen,guarroman,2017-05-01
2017-05-15,jaen,guarroman,2017-05-15
2017-08-15,jaen,guarroman,2017-08-14
2017-10-12,jaen,guarroman,2017-10-09
2017-11-02,jaen,guarroman,2017-10-30
2017-12-07,jaen,guarroman,2017-12-04
2017-12-08,jaen,guarroman,2017-12-04
2017-12-25,jaen,guarroman,2017-12-25
2017-01-01,jaen,jaen,2016-12-26
2017-01-06,jaen,jaen,2017-01-02
2017-02-28,jaen,jaen,2017-02-27
2017-04-01,jaen,jaen,2017-03-27
2017-04-02,jaen,jaen,2017-03-27
2017-04-09,jaen,jaen,2017-04-03
2017-04-10,jaen,jaen,2017-04-10
2017-05-01,jaen,jaen,2017-05-01
2017-06-11,jaen,jaen,2017-06-05
2017-08-15,jaen,jaen,2017-08-14
2017-10-12,jaen,jaen,2017-10-09
2017-10-19,jaen,jaen,2017-10-16
2017-11-02,jaen,jaen,2017-10-30
2017-12-07,jaen,jaen,2017-12-04
2017-12-08,jaen,jaen,2017-12-04
2017-12-25,jaen,jaen,2017-12-25
2017-01-01,jaen,linares,2016-12-26
2017-01-06,jaen,linares,2017-01-02
2017-02-28,jaen,linares,2017-02-27
2017-04-01,jaen,linares,2017-03-27
2017-04-02,jaen,linares,2017-03-27
2017-04-09,jaen,linares,2017-04-03
2017-04-10,jaen,linares,2017-04-10
2017-05-01,jaen,linares,2017-05-01
2017-05-07,jaen,linares,2017-05-01
2017-08-15,jaen,linares,2017-08-14
2017-08-28,jaen,linares,2017-08-28
2017-10-12,jaen,linares,2017-10-09
2017-11-02,jaen,linares,2017-10-30
2017-12-07,jaen,linares,2017-12-04
2017-12-08,jaen,linares,2017-12-04
2017-12-25,jaen,linares,2017-12-25
2017-01-01,jaen,martos,2016-12-26
2017-01-06,jaen,martos,2017-01-02
2017-02-28,jaen,martos,2017-02-27
2017-04-01,jaen,martos,2017-03-27
2017-04-02,jaen,martos,2017-03-27
2017-04-09,jaen,martos,2017-04-03
2017-04-10,jaen,martos,2017-04-10
2017-05-01,jaen,martos,2017-05-01
2017-05-05,jaen,martos,2017-05-01
2017-07-29,jaen,martos,2017-07-24
2017-08-15,jaen,martos,2017-08-14
2017-10-12,jaen,martos,2017-10-09
2017-11-02,jaen,martos,2017-10-30
2017-12-07,jaen,martos,2017-12-04
2017-12-08,jaen,martos,2017-12-04
2017-12-25,jaen,martos,2017-12-25
2017-01-01,jaen,ubeda,2016-12-26
2017-01-06,jaen,ubeda,2017-01-02
2017-02-28,jaen,ubeda,2017-02-27
2017-04-01,jaen,ubeda,2017-03-27
2017-04-02,jaen,ubeda,2017-03-27
2017-04-09,jaen,ubeda,2017-04-03
2017-04-10,jaen,ubeda,2017-04-10
2017-05-01,jaen,ubeda,2017-05-01
2017-08-15,jaen,ubeda,2017-08-14
2017-09-08,jaen,ubeda,2017-09-04
2017-09-29,jaen,ubeda,2017-09-25
2017-10-12,jaen,ubeda,2017-10-09
2017-11-02,jaen,ubeda,2017-10-30
2017-12-07,jaen,ubeda,2017-12-04
2017-12-08,jaen,ubeda,2017-12-04
2017-12-25,jaen,ubeda,2017-12-25
2017-01-01,jaen,villacarrillo,2016-12-26
2017-01-06,jaen,villacarrillo,2017-01-02
2017-02-28,jaen,villacarrillo,2017-02-27
2017-04-01,jaen,villacarrillo,2017-03-27
2017-04-02,jaen,villacarrillo,2017-03-27
2017-04-09,jaen,villacarrillo,2017-04-03
2017-04-10,jaen,villacarrillo,2017-04-10
2017-05-01,jaen,villacarrillo,2017-05-01
2017-05-03,jaen,villacarrillo,2017-05-01
2017-08-15,jaen,villacarrillo,2017-08-14
2017-10-07,jaen,villacarrillo,2017-10-02
2017-10-12,jaen,villacarrillo,2017-10-09
2017-11-02,jaen,villacarrillo,2017-10-30
2017-12-07,jaen,villacarrillo,2017-12-04
2017-12-08,jaen,villacarrillo,2017-12-04
2017-12-25,jaen,villacarrillo,2017-12-25
2017-01-01,malaga,alhaurin-de-la-torre,2016-12-26
2017-01-06,malaga,alhaurin-de-la-torre,2017-01-02
2017-01-20,malaga,alhaurin-de-la-torre,2017-01-16
2017-02-28,malaga,alhaurin-de-la-torre,2017-02-27
2017-04-01,malaga,alhaurin-de-la-torre,2017-03-27
2017-04-02,malaga,alhaurin-de-la-torre,2017-03-27
2017-04-09,malaga,alhaurin-de-la-torre,2017-04-03
2017-04-10,malaga,alhaurin-de-la-torre,2017-04-10
2017-05-01,malaga,alhaurin-de-la-torre,2017-05-01
2017-08-15,malaga,alhaurin-de-la-torre,2017-08-14
2017-10-12,malaga,alhaurin-de-la-torre,2017-10-09
2017-11-02,malaga,alhaurin-de-la-torre,2017-10-30
2017-12-07,malaga,alhaurin-de-la-torre,2017-12-04
2017-12-08,malaga,alhaurin-de-la-torre,2017-12-04
2017-12-25,malaga,alhaurin-de-la-torre,2017-12-25
2017-01-01,malaga,alhaurin-el-grande,2016-12-26
2017-01-06,malaga,alhaurin-el-grande,2017-01-02
2017-02-28,malaga,alhaurin-el-grande,2017-02-27
2017-04-01,malaga,alhaurin-el-grande,2017-03-27
2017-04-02,malaga,alhaurin-el-grande,2017-03-27
2017-04-09,malaga,alhaurin-el-grande,2017-04-03
2017-04-10,malaga,alhaurin-el-grande,2017-04-10
2017-05-01,malaga,alhaurin-el-grande,2017-05-01
2017-05-03,malaga,alhaurin-el-grande,2017-05-01
2017-08-15,malaga,alhaurin-el-grande,2017-08-14
2017-10-12,malaga,alhaurin-el-grande,2017-10-09
2017-11-02,malaga,alhaurin-el-grande,2017-10-30
2017-12-07,malaga,alhaurin-el-grande,2017-12-04
2017-12-08,malaga,alhaurin-el-grande,2017-12-04
2017-12-25,malaga,alhaurin-el-grande,2017-12-25
2017-01-01,malaga,antequera,2016-12-26
2017-01-06,malaga,antequera,2017-01-02
2017-02-28,malaga,antequera,2017-02-27
2017-04-01,malaga,antequera,2017-03-27
2017-04-02,malaga,antequera,2017-03-27
2017-04-09,malaga,antequera,2017-04-03
2017-04-10,malaga,antequera,2017-04-10
2017-05-01,malaga,antequera,2017-05-01
2017-08-15,malaga,antequera,2017-08-14
2017-08-19,malaga,antequera,2017-08-14
2017-09-08,malaga,antequera,2017-09-04
2017-09-16,malaga,antequera,2017-09-11
2017-10-12,malaga,antequera,2017-10-09
2017-11-02,malaga,antequera,2017-10-30
2017-12-07,malaga,antequera,2017-12-04
2017-12-08,malaga,antequera,2017-12-04
2017-12-25,malaga,antequera,2017-12-25
2017-01-01,malaga,benalmadena,2016-12-26
2017-01-06,malaga,benalmadena,2017-01-02
2017-02-28,malaga,benalmadena,2017-02-27
2017-04-01,malaga,benalmadena,2017-03-27
2017-04-02,malaga,benalmadena,2017-03-27
2017-04-09,malaga,benalmadena,2017-04-03
2017-04-10,malaga,benalmadena,2017-04-10
2017-05-01,malaga,benalmadena,2017-05-01
2017-07-16,malaga,benalmadena,2017-07-10
2017-08-15,malaga,benalmadena,2017-08-14
2017-10-12,malaga,benalmadena,2017-10-09
2017-11-02,malaga,benalmadena,2017-10-30
2017-12-07,malaga,benalmadena,2017-12-04
2017-12-08,malaga,benalmadena,2017-12-04
2017-12-25,malaga,benalmadena,2017-12-25
2017-01-01,malaga,cartama,2016-12-26
2017-01-06,malaga,cartama,2017-01-02
2017-02-28,malaga,cartama,2017-02-27
2017-04-01,malaga,cartama,2017-03-27
2017-04-02,malaga,cartama,2017-03-27
2017-04-09,malaga,cartama,2017-04-03
2017-04-10,malaga,cartama,2017-04-10
2017-04-23,malaga,cartama,2017-04-17
2017-05-01,malaga,cartama,2017-05-01
2017-05-15,malaga,cartama,2017-05-15
2017-08-15,malaga,cartama,2017-08-14
2017-10-12,malaga,cartama,2017-10-09
2017-11-02,malaga,cartama,2017-10-30
2017-12-07,malaga,cartama,2017-12-04
2017-12-08,malaga,cartama,2017-12-04
2017-12-25,malaga,cartama,2017-12-25
2017-01-01,malaga,coin,2016-12-26
2017-01-06,malaga,coin,2017-01-02
2017-02-28,malaga,coin,2017-02-27
2017-04-01,malaga,coin,2017-03-27
2017-04-02,malaga,coin,2017-03-27
2017-04-09,malaga,coin,2017-04-03
2017-04-10,malaga,coin,2017-04-10
2017-05-01,malaga,coin,2017-05-01
2017-05-03,malaga,coin,2017-05-01
2017-05-04,malaga,coin,2017-05-01
2017-06-08,malaga,coin,2017-06-05
2017-08-15,malaga,coin,2017-08-14
2017-10-12,malaga,coin,2017-10-09
2017-11-02,malaga,coin,2017-10-30
2017-12-07,malaga,coin,2017-12-04
2017-12-08,malaga,coin,2017-12-04
2017-12-25,malaga,coin,2017-12-25
2017-01-01,malaga,estepona,2016-12-26
2017-01-06,malaga,estepona,2017-01-02
2017-02-28,malaga,estepona,2017-02-27
2017-04-01,malaga,estepona,2017-03-27
2017-04-02,malaga,estepona,2017-03-27
2017-04-09,malaga,estepona,2017-04-03
2017-04-10,malaga,estepona,2017-04-10
2017-05-01,malaga,estepona,2017-05-01
2017-05-15,malaga,estepona,2017-05-15
2017-07-16,malaga,estepona,2017-07-10
2017-08-15,malaga,estepona,2017-08-14
2017-10-12,malaga,estepona,2017-10-09
2017-11-02,malaga,estepona,2017-10-30
2017-12-07,malaga,estepona,2017-12-04
2017-12-08,malaga,estepona,2017-12-04
2017-12-25,malaga,estepona,2017-12-25
2017-01-01,malaga,fuengirola,2016-12-26
2017-01-06,malaga,fuengirola,2017-01-02
2017-02-28,malaga,fuengirola,2017-02-27
2017-04-01,malaga,fuengirola,2017-03-27
2017-04-02,malaga,fuengirola,2017-03-27
2017-04-09,malaga,fuengirola,2017-04-03
2017-04-10,malaga,fuengirola,2017-04-10
2017-05-01,malaga,fuengirola,2017-05-01
2017-07-16,malaga,fuengirola,2017-07-10
2017-08-15,malaga,fuengirola,2017-08-14
2017-10-07,malaga,fuengirola,2017-10-02
2017-10-12,malaga,fuengirola,2017-10-09
2017-11-02,malaga,fuengirola,2017-10-30
2017-12-07,malaga,fuengirola,2017-12-04
2017-12-08,malaga,fuengirola,2017-12-04
2017-12-25,malaga,fuengirola,2017-12-25
2017-01-01,malaga,malaga,2016-12-26
2017-01-06,malaga,malaga,2017-01-02
2017-02-28,malaga,malaga,2017-02-27
2017-04-01,malaga,malaga,2017-03-27
2017-04-02,malaga,malaga,2017-03-27
2017-04-09,malaga,malaga,2017-04-03
2017-04-10,malaga,malaga,2017-04-10
2017-05-01,malaga,malaga,2017-05-01
2017-08-15,malaga,malaga,2017-08-14
2017-08-19,malaga,malaga,2017-08-14
2017-09-08,malaga,malaga,2017-09-04
2017-10-12,malaga,malaga,2017-10-09
2017-11-02,malaga,malaga,2017-10-30
2017-12-07,malaga,malaga,2017-12-04
2017-12-08,malaga,malaga,2017-12-04
2017-12-25,malaga,malaga,2017-12-25
2017-01-01,malaga,marbella,2016-12-26
2017-01-06,malaga,marbella,2017-01-02
2017-02-28,malaga,marbella,2017-02-27
2017-04-01,malaga,marbella,2017-03-27
2017-04-02,malaga,marbella,2017-03-27
2017-04-09,malaga,marbella,2017-04-03
2017-04-10,malaga,marbella,2017-04-10
2017-05-01,malaga,marbella,2017-05-01
2017-06-11,malaga,marbella,2017-06-05
2017-08-15,malaga,marbella,2017-08-14
2017-10-12,malaga,marbella,2017-10-09
2017-10-19,malaga,marbella,2017-10-16
2017-11-02,malaga,marbella,2017-10-30
2017-12-07,malaga,marbella,2017-12-04
2017-12-08,malaga,marbella,2017-12-04
2017-12-25,malaga,marbella,2017-12-25
2017-01-01,malaga,mijas,2016-12-26
2017-01-06,malaga,mijas,2017-01-02
2017-02-28,malaga,mijas,2017-02-27
2017-04-01,malaga,mijas,2017-03-27
2017-04-02,malaga,mijas,2017-03-27
2017-04-09,malaga,mijas,2017-04-03
2017-04-10,malaga,mijas,2017-04-10
2017-05-01,malaga,mijas,2017-05-01
2017-07-25,malaga,mijas,2017-07-24
2017-07-25,malaga,mijas,2017-07-24
2017-08-15,malaga,mijas,2017-08-14
2017-09-08,malaga,mijas,2017-09-04
2017-10-12,malaga,mijas,2017-10-09
2017-11-02,malaga,mijas,2017-10-30
2017-12-07,malaga,mijas,2017-12-04
2017-12-08,malaga,mijas,2017-12-04
2017-12-25,malaga,mijas,2017-12-25
2017-01-01,malaga,nerja,2016-12-26
2017-01-06,malaga,nerja,2017-01-02
2017-02-28,malaga,nerja,2017-02-27
2017-04-01,malaga,nerja,2017-03-27
2017-04-02,malaga,nerja,2017-03-27
2017-04-09,malaga,nerja,2017-04-03
2017-04-10,malaga,nerja,2017-04-10
2017-05-01,malaga,nerja,2017-05-01
2017-06-24,malaga,nerja,2017-06-19
2017-07-16,malaga,nerja,2017-07-10
2017-08-15,malaga,nerja,2017-08-14
2017-10-10,malaga,nerja,2017-10-09
2017-10-12,malaga,nerja,2017-10-09
2017-11-02,malaga,nerja,2017-10-30
2017-12-07,malaga,nerja,2017-12-04
2017-12-08,malaga,nerja,2017-12-04
2017-12-25,malaga,nerja,2017-12-25
2017-01-01,malaga,rincon-de-la-victoria,2016-12-26
2017-01-06,malaga,rincon-de-la-victoria,2017-01-02
2017-02-28,malaga,rincon-de-la-victoria,2017-02-27
2017-04-01,malaga,rincon-de-la-victoria,2017-03-27
2017-04-02,malaga,rincon-de-la-victoria,2017-03-27
2017-04-09,malaga,rincon-de-la-victoria,2017-04-03
2017-04-10,malaga,rincon-de-la-victoria,2017-04-10
2017-05-01,malaga,rincon-de-la-victoria,2017-05-01
2017-07-16,malaga,rincon-de-la-victoria,2017-07-10
2017-08-15,malaga,rincon-de-la-victoria,2017-08-14
2017-09-08,malaga,rincon-de-la-victoria,2017-09-04
2017-10-12,malaga,rincon-de-la-victoria,2017-10-09
2017-11-02,malaga,rincon-de-la-victoria,2017-10-30
2017-12-07,malaga,rincon-de-la-victoria,2017-12-04
2017-12-08,malaga,rincon-de-la-victoria,2017-12-04
2017-12-25,malaga,rincon-de-la-victoria,2017-12-25
2017-01-01,malaga,ronda,2016-12-26
2017-01-06,malaga,ronda,2017-01-02
2017-01-24,malaga,ronda,2017-01-23
2017-02-28,malaga,ronda,2017-02-27
2017-04-01,malaga,ronda,2017-03-27
2017-04-02,malaga,ronda,2017-03-27
2017-04-09,malaga,ronda,2017-04-03
2017-04-10,malaga,ronda,2017-04-10
2017-05-01,malaga,ronda,2017-05-01
2017-05-15,malaga,ronda,2017-05-15
2017-08-15,malaga,ronda,2017-08-14
2017-09-05,malaga,ronda,2017-09-04
2017-10-12,malaga,ronda,2017-10-09
2017-11-02,malaga,ronda,2017-10-30
2017-12-07,malaga,ronda,2017-12-04
2017-12-08,malaga,ronda,2017-12-04
2017-12-25,malaga,ronda,2017-12-25
2017-01-01,malaga,velez-malaga,2016-12-26
2017-01-06,malaga,velez-malaga,2017-01-02
2017-02-28,malaga,velez-malaga,2017-02-27
2017-04-01,malaga,velez-malaga,2017-03-27
2017-04-02,malaga,velez-malaga,2017-03-27
2017-04-09,malaga,velez-malaga,2017-04-03
2017-04-10,malaga,velez-malaga,2017-04-10
2017-05-01,malaga,velez-malaga,2017-05-01
2017-07-24,malaga,velez-malaga,2017-07-24
2017-07-24,malaga,velez-malaga,2017-07-24
2017-08-15,malaga,velez-malaga,2017-08-14
2017-09-29,malaga,velez-malaga,2017-09-25
2017-10-12,malaga,velez-malaga,2017-10-09
2017-11-02,malaga,velez-malaga,2017-10-30
2017-12-07,malaga,velez-malaga,2017-12-04
2017-12-08,malaga,velez-malaga,2017-12-04
2017-12-25,malaga,velez-malaga,2017-12-25
2017-01-01,malaga,torremolinos,2016-12-26
2017-01-06,malaga,torremolinos,2017-01-02
2017-02-28,malaga,torremolinos,2017-02-27
2017-04-01,malaga,torremolinos,2017-03-27
2017-04-02,malaga,torremolinos,2017-03-27
2017-04-09,malaga,torremolinos,2017-04-03
2017-04-10,malaga,torremolinos,2017-04-10
2017-05-01,malaga,torremolinos,2017-05-01
2017-07-16,malaga,torremolinos,2017-07-10
2017-08-15,malaga,torremolinos,2017-08-14
2017-09-29,malaga,torremolinos,2017-09-25
2017-10-12,malaga,torremolinos,2017-10-09
2017-11-02,malaga,torremolinos,2017-10-30
2017-12-07,malaga,torremolinos,2017-12-04
2017-12-08,malaga,torremolinos,2017-12-04
2017-12-25,malaga,torremolinos,2017-12-25
2017-01-01,sevilla,alcala-de-guadaira,2016-12-26
2017-01-06,sevilla,alcala-de-guadaira,2017-01-02
2017-02-28,sevilla,alcala-de-guadaira,2017-02-27
2017-04-01,sevilla,alcala-de-guadaira,2017-03-27
2017-04-02,sevilla,alcala-de-guadaira,2017-03-27
2017-04-09,sevilla,alcala-de-guadaira,2017-04-03
2017-04-10,sevilla,alcala-de-guadaira,2017-04-10
2017-05-01,sevilla,alcala-de-guadaira,2017-05-01
2017-06-05,sevilla,alcala-de-guadaira,2017-06-05
2017-08-15,sevilla,alcala-de-guadaira,2017-08-14
2017-09-21,sevilla,alcala-de-guadaira,2017-09-18
2017-10-12,sevilla,alcala-de-guadaira,2017-10-09
2017-11-02,sevilla,alcala-de-guadaira,2017-10-30
2017-11-27,sevilla,alcala-de-guadaira,2017-11-27
2017-12-07,sevilla,alcala-de-guadaira,2017-12-04
2017-12-08,sevilla,alcala-de-guadaira,2017-12-04
2017-12-25,sevilla,alcala-de-guadaira,2017-12-25
2017-01-01,sevilla,camas,2016-12-26
2017-01-06,sevilla,camas,2017-01-02
2017-02-28,sevilla,camas,2017-02-27
2017-04-01,sevilla,camas,2017-03-27
2017-04-02,sevilla,camas,2017-03-27
2017-04-03,sevilla,camas,2017-04-03
2017-04-09,sevilla,camas,2017-04-03
2017-04-10,sevilla,camas,2017-04-10
2017-05-01,sevilla,camas,2017-05-01
2017-08-15,sevilla,camas,2017-08-14
2017-10-12,sevilla,camas,2017-10-09
2017-11-02,sevilla,camas,2017-10-30
2017-12-07,sevilla,camas,2017-12-04
2017-12-08,sevilla,camas,2017-12-04
2017-12-25,sevilla,camas,2017-12-25
2017-01-01,sevilla,carmona,2016-12-26
2017-01-06,sevilla,carmona,2017-01-02
2017-02-28,sevilla,carmona,2017-02-27
2017-04-01,sevilla,carmona,2017-03-27
2017-04-02,sevilla,carmona,2017-03-27
2017-04-09,sevilla,carmona,2017-04-03
2017-04-10,sevilla,carmona,2017-04-10
2017-05-01,sevilla,carmona,2017-05-01
2017-08-15,sevilla,carmona,2017-08-14
2017-09-08,sevilla,carmona,2017-09-04
2017-09-21,sevilla,carmona,2017-09-18
2017-10-12,sevilla,carmona,2017-10-09
2017-11-02,sevilla,carmona,2017-10-30
2017-12-07,sevilla,carmona,2017-12-04
2017-12-08,sevilla,carmona,2017-12-04
2017-12-25,sevilla,carmona,2017-12-25
2017-01-01,sevilla,coria-del-rio,2016-12-26
2017-01-06,sevilla,coria-del-rio,2017-01-02
2017-02-28,sevilla,coria-del-rio,2017-02-27
2017-04-01,sevilla,coria-del-rio,2017-03-27
2017-04-02,sevilla,coria-del-rio,2017-03-27
2017-04-09,sevilla,coria-del-rio,2017-04-03
2017-04-10,sevilla,coria-del-rio,2017-04-10
2017-05-01,sevilla,coria-del-rio,2017-05-01
2017-07-16,sevilla,coria-del-rio,2017-07-10
2017-08-15,sevilla,coria-del-rio,2017-08-14
2017-10-12,sevilla,coria-del-rio,2017-10-09
2017-11-02,sevilla,coria-del-rio,2017-10-30
2017-12-07,sevilla,coria-del-rio,2017-12-04
2017-12-08,sevilla,coria-del-rio,2017-12-04
2017-12-25,sevilla,coria-del-rio,2017-12-25
2017-01-01,sevilla,dos-hermanas,2016-12-26
2017-01-06,sevilla,dos-hermanas,2017-01-02
2017-02-28,sevilla,dos-hermanas,2017-02-27
2017-04-01,sevilla,dos-hermanas,2017-03-27
2017-04-02,sevilla,dos-hermanas,2017-03-27
2017-04-09,sevilla,dos-hermanas,2017-04-03
2017-04-10,sevilla,dos-hermanas,2017-04-10
2017-05-01,sevilla,dos-hermanas,2017-05-01
2017-05-13,sevilla,dos-hermanas,2017-05-08
2017-05-14,sevilla,dos-hermanas,2017-05-08
2017-07-26,sevilla,dos-hermanas,2017-07-24
2017-08-15,sevilla,dos-hermanas,2017-08-14
2017-10-12,sevilla,dos-hermanas,2017-10-09
2017-10-19,sevilla,dos-hermanas,2017-10-16
2017-11-02,sevilla,dos-hermanas,2017-10-30
2017-12-07,sevilla,dos-hermanas,2017-12-04
2017-12-08,sevilla,dos-hermanas,2017-12-04
2017-12-25,sevilla,dos-hermanas,2017-12-25
2017-01-01,sevilla,ecija,2016-12-26
2017-01-06,sevilla,ecija,2017-01-02
2017-01-25,sevilla,ecija,2017-01-23
2017-02-28,sevilla,ecija,2017-02-27
2017-04-01,sevilla,ecija,2017-03-27
2017-04-02,sevilla,ecija,2017-03-27
2017-04-09,sevilla,ecija,2017-04-03
2017-04-10,sevilla,ecija,2017-04-10
2017-05-01,sevilla,ecija,2017-05-01
2017-08-15,sevilla,ecija,2017-08-14
2017-09-08,sevilla,ecija,2017-09-04
2017-09-17,sevilla,ecija,2017-09-11
2017-10-12,sevilla,ecija,2017-10-09
2017-11-02,sevilla,ecija,2017-10-30
2017-12-07,sevilla,ecija,2017-12-04
2017-12-08,sevilla,ecija,2017-12-04
2017-12-25,sevilla,ecija,2017-12-25
2017-01-01,sevilla,huevar-del-aljarafe,2016-12-26
2017-01-06,sevilla,huevar-del-aljarafe,2017-01-02
2017-01-20,sevilla,huevar-del-aljarafe,2017-01-16
2017-02-28,sevilla,huevar-del-aljarafe,2017-02-27
2017-04-01,sevilla,huevar-del-aljarafe,2017-03-27
2017-04-02,sevilla,huevar-del-aljarafe,2017-03-27
2017-04-09,sevilla,huevar-del-aljarafe,2017-04-03
2017-04-10,sevilla,huevar-del-aljarafe,2017-04-10
2017-05-01,sevilla,huevar-del-aljarafe,2017-05-01
2017-06-01,sevilla,huevar-del-aljarafe,2017-05-29
2017-08-15,sevilla,huevar-del-aljarafe,2017-08-14
2017-10-12,sevilla,huevar-del-aljarafe,2017-10-09
2017-11-02,sevilla,huevar-del-aljarafe,2017-10-30
2017-12-07,sevilla,huevar-del-aljarafe,2017-12-04
2017-12-08,sevilla,huevar-del-aljarafe,2017-12-04
2017-12-25,sevilla,huevar-del-aljarafe,2017-12-25
2017-01-01,sevilla,lebrija,2016-12-26
2017-01-06,sevilla,lebrija,2017-01-02
2017-02-28,sevilla,lebrija,2017-02-27
2017-04-01,sevilla,lebrija,2017-03-27
2017-04-02,sevilla,lebrija,2017-03-27
2017-04-09,sevilla,lebrija,2017-04-03
2017-04-10,sevilla,lebrija,2017-04-10
2017-05-01,sevilla,lebrija,2017-05-01
2017-08-15,sevilla,lebrija,2017-08-14
2017-09-11,sevilla,lebrija,2017-09-11
2017-09-12,sevilla,lebrija,2017-09-11
2017-09-13,sevilla,lebrija,2017-09-11
2017-09-13,sevilla,lebrija,2017-09-11
2017-10-12,sevilla,lebrija,2017-10-09
2017-11-02,sevilla,lebrija,2017-10-30
2017-12-07,sevilla,lebrija,2017-12-04
2017-12-08,sevilla,lebrija,2017-12-04
2017-12-25,sevilla,lebrija,2017-12-25
2017-01-01,sevilla,mairena-del-aljarafe,2016-12-26
2017-01-06,sevilla,mairena-del-aljarafe,2017-01-02
2017-01-23,sevilla,mairena-del-aljarafe,2017-01-23
2017-02-28,sevilla,mairena-del-aljarafe,2017-02-27
2017-04-01,sevilla,mairena-del-aljarafe,2017-03-27
2017-04-02,sevilla,mairena-del-aljarafe,2017-03-27
2017-04-09,sevilla,mairena-del-aljarafe,2017-04-03
2017-04-10,sevilla,mairena-del-aljarafe,2017-04-10
2017-05-01,sevilla,mairena-del-aljarafe,2017-05-01
2017-06-26,sevilla,mairena-del-aljarafe,2017-06-26
2017-08-15,sevilla,mairena-del-aljarafe,2017-08-14
2017-10-12,sevilla,mairena-del-aljarafe,2017-10-09
2017-11-02,sevilla,mairena-del-aljarafe,2017-10-30
2017-12-07,sevilla,mairena-del-aljarafe,2017-12-04
2017-12-08,sevilla,mairena-del-aljarafe,2017-12-04
2017-12-25,sevilla,mairena-del-aljarafe,2017-12-25
2017-01-01,sevilla,moron-de-la-frontera,2016-12-26
2017-01-06,sevilla,moron-de-la-frontera,2017-01-02
2017-02-28,sevilla,moron-de-la-frontera,2017-02-27
2017-04-01,sevilla,moron-de-la-frontera,2017-03-27
2017-04-02,sevilla,moron-de-la-frontera,2017-03-27
2017-04-09,sevilla,moron-de-la-frontera,2017-04-03
2017-04-10,sevilla,moron-de-la-frontera,2017-04-10
2017-05-01,sevilla,moron-de-la-frontera,2017-05-01
2017-08-15,sevilla,moron-de-la-frontera,2017-08-14
2017-09-18,sevilla,moron-de-la-frontera,2017-09-18
2017-09-21,sevilla,moron-de-la-frontera,2017-09-18
2017-10-12,sevilla,moron-de-la-frontera,2017-10-09
2017-11-02,sevilla,moron-de-la-frontera,2017-10-30
2017-12-07,sevilla,moron-de-la-frontera,2017-12-04
2017-12-08,sevilla,moron-de-la-frontera,2017-12-04
2017-12-25,sevilla,moron-de-la-frontera,2017-12-25
2017-01-01,sevilla,los-palacios-y-villafranca,2016-12-26
2017-01-06,sevilla,los-palacios-y-villafranca,2017-01-02
2017-02-28,sevilla,los-palacios-y-villafranca,2017-02-27
2017-04-01,sevilla,los-palacios-y-villafranca,2017-03-27
2017-04-02,sevilla,los-palacios-y-villafranca,2017-03-27
2017-04-09,sevilla,los-palacios-y-villafranca,2017-04-03
2017-04-10,sevilla,los-palacios-y-villafranca,2017-04-10
2017-05-01,sevilla,los-palacios-y-villafranca,2017-05-01
2017-05-07,sevilla,los-palacios-y-villafranca,2017-05-01
2017-08-15,sevilla,los-palacios-y-villafranca,2017-08-14
2017-09-24,sevilla,los-palacios-y-villafranca,2017-09-18
2017-10-12,sevilla,los-palacios-y-villafranca,2017-10-09
